,case_ids,xml_path,image_paths
374,ccr182907138,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1829.07138.006.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7138_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7138_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7138_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7138_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7138_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7138_002.tif||
375,ccr183107543,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1831.07543.022.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7543_013.tif||
376,ccr180823860,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1808.23860.094.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_038.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_039.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_029.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_028.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_064.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_070.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_058.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_059.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_071.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_065.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_073.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_067.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_066.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_072.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_089.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_076.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_062.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_063.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_077.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_088.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_049.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_061.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_075.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_074.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_060.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_048.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_086.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_092.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_045.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_051.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_079.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_078.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_050.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_044.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_093.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_087.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_091.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_085.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_052.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_046.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_047.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_053.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_084.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_090.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_094.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_080.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_057.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_043.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_042.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_056.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_081.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_083.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_068.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_040.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_054.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_055.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_041.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_069.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_082.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_026.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_032.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_033.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_027.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_031.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_025.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_024.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_030.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_034.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_035.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_023.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_037.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_036.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/23860_022.tif||
377,ccr183206760,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1832.06760.010.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6760_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6760_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6760_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6760_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6760_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6760_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6760_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6760_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6760_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6760_009.tif||
378,ccr183506775,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1835.06775.022.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6775_016.tif||
379,ccr182705562,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1827.05562.022.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5562_018.tif||
380,ccr182601172,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1826.01172.009.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1172_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1172_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1172_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1172_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1172_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1172_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1172_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1172_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1172_009.tif||
381,ccr184406806,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1844.06806.006.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6806_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6806_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6806_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6806_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6806_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6806_005.tif||
382,ccr183906837,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1839.06837.014.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6837_011.tif||
383,ccr183207926,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1832.07926.022.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7926_018.tif||
384,ccr184406864,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1844.06864.014.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6864_009.tif||
385,ccr184506811,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1845.06811.006.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6811_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6811_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6811_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6811_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6811_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6811_006.tif||
386,ccr184006956,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1840.06956.006.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6956_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6956_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6956_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6956_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6956_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6956_006.tif||
387,ccr183506727,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1835.06727.004.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6727_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6727_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6727_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6727_004.tif||
388,ccr18490000,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1849.0000.066.xml,
389,ccr181901054,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1819.01054.010.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1054_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1054_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1054_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1054_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1054_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1054_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1054_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1054_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1054_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1054_008.tif||
390,ccr180526133,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1805.26133.012.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26133_009.tif||
391,ccr181801538,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1818.01538.016.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1538_009.tif||
392,ccr183308007,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1833.08007.044.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_039.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_038.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_028.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_029.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_030.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_024.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_025.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_031.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_027.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_033.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_032.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_026.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_036.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_037.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_023.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_035.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_034.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_044.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_041.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_040.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_042.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/8007_043.tif||
